order_id,date_commande,date_expedition,date_livraison,produit,quantite,entrepot,region,transporteur,mode_transport,delai_livraison,retard,cout_transport,priorite,statut,client_ville,poids_kg,mois,trimestre,jour_semaine,semaine_annee,annee,delai_reel,ecart_delai,cout_par_unite,cout_par_kg,saison_haute,weekend,categorie_delai
CMD-01455,2023-06-16,2023-06-18,2023-06-20,Conserves Sardines,399.0,Tanger-Med,Béni Mellal-Khénifra,Oncf Marchandises,Aérien,2.0,,809.72,Express,Livré,,622.0,6,2,4,24,2023,2.0,0.0,2.02937343358396,1.3018006430868168,0,0,Express
CMD-01456,2023-06-16,2023-06-16,2023-06-25,Argan Cosmétique,469.0,Marrakech-Centre,Marrakech-Safi,Ctm Express,Rail,9.0,1.0,357.56,Urgent,Retardé,Grand Casablanca,808.6,6,2,4,24,2023,9.0,0.0,0.7623880597014926,0.44219638882018303,0,0,Standard
CMD-01457,2023-06-16,2023-06-17,2023-06-20,Agrumes Export,90.0,Tanger-Med,Souss-Massa,Transatlas,Route,3.0,0.0,365.52,Urgent,Livré,Marrakech-Safi,14.7,6,2,4,24,2023,3.0,0.0,4.061333333333333,24.86530612244898,0,0,Rapide
CMD-01458,2023-06-17,2023-06-18,2023-06-26,Conserves Sardines,99.0,Fès-Industriel,Marrakech-Safi,Maroc Logistique,Aérien,8.0,1.0,858.78,Express,Retardé,Oriental,330.3,6,2,5,24,2023,8.0,0.0,8.674545454545454,2.5999999999999996,0,1,Standard
CMD-01459,2023-06-17,2023-06-20,2023-06-30,Argan Cosmétique,11.0,Marrakech-Centre,Rabat-Salé-Kénitra,Maroc Logistique,Route,10.0,1.0,295.44,Express,Retardé,Fès-Meknès,45.2,6,2,5,24,2023,10.0,0.0,26.85818181818182,6.536283185840707,0,1,Standard
CMD-01460,2023-06-17,2023-06-17,2023-06-19,Agrumes Export,376.0,Agadir-Sud,Oriental,Maroc Logistique,Route,2.0,0.0,397.9,Urgent,Livré,Oriental,35.2,6,2,5,24,2023,2.0,0.0,1.0582446808510637,11.303977272727272,0,1,Express
CMD-01461,2023-06-18,2023-06-18,2023-06-23,Argan Cosmétique,640.0,Marrakech-Centre,Souss-Massa,Sntl,Rail,5.0,1.0,338.36,Urgent,Retardé,Fès-Meknès,328.1,6,2,6,24,2023,5.0,0.0,0.5286875,1.0312709539774458,0,1,Rapide
CMD-01462,2023-06-18,2023-06-18,,Agrumes Export,639.0,Rabat-Principal,Grand Casablanca,Maroc Logistique,Route,,0.0,255.46,Urgent,Livré,Béni Mellal-Khénifra,577.9,6,2,6,24,2023,,,0.3997809076682316,0.4420487973697872,0,1,
CMD-01463,2023-06-18,2023-06-20,2023-06-28,Argan Cosmétique,331.0,Casablanca-Port,Fès-Meknès,Maroc Logistique,Route,8.0,1.0,273.37,Express,Retardé,Souss-Massa,279.8,6,2,6,24,2023,8.0,0.0,0.8258912386706949,0.9770192994996426,0,1,Standard
CMD-01464,2023-06-19,2023-06-19,2023-06-22,Dattes Medjoul,621.0,Agadir-Sud,Fès-Meknès,Sntl,Route,,0.0,335.34,Express,Livré,Grand Casablanca,314.4,6,2,0,25,2023,3.0,,0.5399999999999999,1.0666030534351145,0,0,Rapide
CMD-01465,2023-06-19,2023-06-19,2023-06-19,Phosphates,102.0,,Marrakech-Safi,Maroc Logistique,Route,0.0,0.0,231.36,Standard,Livré,,521.8,6,2,0,25,2023,0.0,0.0,2.2682352941176473,0.4433882713683404,0,0,
CMD-01466,2023-06-20,2023-06-24,2023-07-04,,,Agadir-Sud,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,,1.0,295.44,Express,Retardé,Oriental,,6,2,1,25,2023,10.0,,,,0,0,Standard
CMD-01467,2023-06-20,2023-06-22,2023-06-24,Dattes Medjoul,354.0,Marrakech-Centre,Béni Mellal-Khénifra,Oncf Marchandises,Aérien,-1.0,0.0,891.42,Express,Livré,Souss-Massa,189.8,6,2,1,25,2023,2.0,3.0,2.518135593220339,4.696628029504741,0,0,Express
CMD-01468,2023-06-20,2023-06-20,,Câblage Automobile,556.0,Rabat-Principal,Marrakech-Safi,Ctm Express,Maritime,3.0,0.0,600.99,Standard,Livré,Souss-Massa,495.54999999999995,6,2,1,25,2023,,,1.0809172661870503,1.2127736858036526,0,0,
CMD-01469,2023-06-21,2023-06-23,2023-06-26,Argan Cosmétique,631.0,,Grand Casablanca,Maroc Logistique,Route,3.0,0.0,363.96,Standard,Livré,Souss-Massa,175.3,6,2,2,25,2023,3.0,0.0,0.5767987321711568,2.0762122076440384,0,0,Rapide
CMD-01470,2023-06-21,2023-06-24,2023-07-01,Textile Cuir,628.0,Agadir-Sud,Marrakech-Safi,Maroc Logistique,Route,7.0,1.0,252.95,Standard,Retardé,Fès-Meknès,976.2,6,2,2,25,2023,7.0,0.0,0.40278662420382166,0.2591169842245441,0,0,Standard
CMD-01471,2023-06-21,2023-06-24,2023-06-25,Dattes Medjoul,189.0,Rabat-Principal,Rabat-Salé-Kénitra,Oncf Marchandises,Aérien,1.0,0.0,956.85,Standard,Livré,,907.9,6,2,2,25,2023,1.0,0.0,5.0626984126984125,1.0539156294746117,0,0,Express
CMD-01472,2023-06-22,2023-06-24,2023-06-26,Câblage Automobile,138.0,Agadir-Sud,Rabat-Salé-Kénitra,Ctm Express,Rail,-1.0,0.0,473.33,Express,Livré,,306.7,6,2,3,25,2023,2.0,3.0,3.429927536231884,1.5432996413433322,0,0,Express
CMD-01473,2023-06-22,2023-06-24,2023-07-03,Agrumes Export,661.0,,Oriental,Transatlas,Route,9.0,1.0,255.58,Express,Retardé,Marrakech-Safi,342.8,6,2,3,25,2023,9.0,0.0,0.3866565809379728,0.7455659276546092,0,0,Standard
CMD-01474,2023-06-23,2023-06-25,2023-06-27,Agrumes Export,612.0,Marrakech-Centre,,,,2.0,0.0,320.35,Express,Livré,Grand Casablanca,635.7,6,2,4,25,2023,2.0,0.0,0.5234477124183007,0.5039326726443291,0,0,Express
CMD-01475,2023-06-23,2023-06-26,2023-07-03,Agrumes Export,169.0,Agadir-Sud,,,,7.0,0.0,697.45,Standard,Livré,Oriental,982.8,6,2,4,25,2023,7.0,0.0,4.126923076923077,0.7096560846560848,0,0,Standard
CMD-01476,2023-06-23,2023-06-26,2023-07-02,Câblage Automobile,616.0,Casablanca-Port,Souss-Massa,Ctm Express,Route,6.0,0.0,381.28,Express,Livré,Souss-Massa,262.7,6,2,4,25,2023,6.0,0.0,0.6189610389610389,1.4513894175866007,0,0,Standard
CMD-01477,2023-06-24,2023-06-28,2023-07-05,Câblage Automobile,285.0,Marrakech-Centre,Fès-Meknès,Oncf Marchandises,Route,,0.0,396.06,Express,Livré,Marrakech-Safi,457.1,6,2,5,25,2023,7.0,,1.3896842105263159,0.8664624808575804,0,1,Standard
CMD-01478,2023-06-24,2023-06-27,2023-06-29,Dattes Medjoul,84.0,Tanger-Med,Souss-Massa,Ctm Express,Rail,,0.0,339.11,Express,Livré,Tanger-Tétouan-Al Hoceïma,570.2,6,2,5,25,2023,2.0,,4.037023809523809,0.594721150473518,0,1,Express
CMD-01479,2023-06-24,2023-06-28,2023-07-04,Câblage Automobile,49.0,Casablanca-Port,Grand Casablanca,Maroc Logistique,Route,6.0,0.0,321.6,Standard,Livré,Marrakech-Safi,810.4,6,2,5,25,2023,6.0,0.0,6.5632653061224495,0.3968410661401777,0,1,Standard
CMD-01480,2023-06-25,2023-06-25,,Conserves Sardines,87.0,Marrakech-Centre,Rabat-Salé-Kénitra,Oncf Marchandises,Maritime,9.0,1.0,631.46,Express,Retardé,Fès-Meknès,904.5,6,2,6,25,2023,,,7.25816091954023,0.6981315644002212,0,1,
CMD-01481,2023-06-25,2023-06-25,2023-06-28,Textile Cuir,231.0,,Grand Casablanca,Ctm Express,Maritime,3.0,0.0,582.17,Express,Livré,Tanger-Tétouan-Al Hoceïma,528.5,6,2,6,25,2023,3.0,0.0,2.52021645021645,1.1015515610217597,0,1,Rapide
CMD-01482,2023-06-25,2023-06-27,2023-06-29,Dattes Medjoul,99.0,Tanger-Med,Souss-Massa,Maroc Logistique,Route,2.0,0.0,277.87,Express,Livré,Tanger-Tétouan-Al Hoceïma,523.0,6,2,6,25,2023,2.0,0.0,2.806767676767677,0.5313001912045889,0,1,Express
CMD-01483,2023-06-26,2023-06-29,2023-07-09,Huile D'Olive Bio,223.0,Tanger-Med,Marrakech-Safi,Maroc Logistique,Maritime,10.0,1.0,694.67,Express,Retardé,Oriental,710.7,6,2,0,26,2023,10.0,0.0,3.115112107623318,0.9774447727592513,0,0,Standard
CMD-01484,2023-06-26,2023-06-30,,Huile D'Olive Bio,457.0,Casablanca-Port,,,,7.0,1.0,373.48,Urgent,Retardé,Fès-Meknès,967.3,6,2,0,26,2023,,,0.8172428884026258,0.3861056549157449,0,0,
CMD-01485,2023-06-27,2023-06-29,,Argan Cosmétique,96.0,,Rabat-Salé-Kénitra,Maroc Logistique,Rail,8.0,1.0,351.95,Standard,Retardé,Tanger-Tétouan-Al Hoceïma,812.6,6,2,1,26,2023,,,3.666145833333333,0.43311592419394535,0,0,
CMD-01486,2023-06-27,2023-06-27,,Phosphates,169.0,Marrakech-Centre,Grand Casablanca,Ctm Express,Route,4.0,0.0,,Express,Livré,Grand Casablanca,49.8,6,2,1,26,2023,,,,,0,0,
CMD-01487,2023-06-27,2023-06-27,2023-07-04,Argan Cosmétique,312.0,Tanger-Med,Béni Mellal-Khénifra,Oncf Marchandises,Route,7.0,0.0,324.14,Express,Livré,,250.6,6,2,1,26,2023,7.0,0.0,1.0389102564102564,1.2934557063048684,0,0,Standard
CMD-01488,2023-06-28,2023-06-30,2023-07-06,Phosphates,327.0,Tanger-Med,Béni Mellal-Khénifra,Sntl,Rail,6.0,1.0,448.03,Express,Retardé,Oriental,306.7,6,2,2,26,2023,6.0,0.0,1.3701223241590212,1.460808607760026,0,0,Standard
CMD-01489,2023-06-28,2023-06-29,2023-07-07,Argan Cosmétique,685.0,Casablanca-Port,Souss-Massa,Maroc Logistique,Route,8.0,1.0,241.76,Standard,Retardé,Oriental,844.6,6,2,2,26,2023,8.0,0.0,0.35293430656934305,0.28624200805114847,0,0,Standard
CMD-01490,2023-06-28,2023-06-28,2023-06-30,Agrumes Export,303.0,,,,,2.0,0.0,371.84,Standard,Livré,,54.4,6,2,2,26,2023,2.0,0.0,1.227194719471947,6.8352941176470585,0,0,Express
CMD-01491,2023-06-29,2023-07-03,2023-07-12,Huile D'Olive Bio,589.0,Casablanca-Port,Marrakech-Safi,Transatlas,Rail,9.0,1.0,454.98,Standard,Retardé,Grand Casablanca,320.0,6,2,3,26,2023,9.0,0.0,0.7724617996604415,1.4218125000000001,0,0,Standard
CMD-01492,2023-06-29,2023-07-02,2023-07-07,Conserves Sardines,258.0,Rabat-Principal,,,,5.0,0.0,655.38,Standard,Livré,Souss-Massa,967.1,6,2,3,26,2023,5.0,0.0,2.540232558139535,0.6776755247647606,0,0,Rapide
CMD-01493,2023-06-29,2023-07-01,2023-07-09,Textile Cuir,517.0,Rabat-Principal,Souss-Massa,Maroc Logistique,Aérien,8.0,1.0,946.49,Standard,Retardé,,249.3,6,2,3,26,2023,8.0,0.0,1.8307350096711799,3.7965904532691535,0,0,Standard
CMD-01494,2023-06-30,2023-07-01,2023-07-08,Dattes Medjoul,352.0,Tanger-Med,Souss-Massa,Maroc Logistique,Rail,10.0,1.0,491.09,Express,Retardé,Oriental,855.6,6,2,4,26,2023,7.0,-3.0,1.3951420454545453,0.573971482000935,0,0,Standard
CMD-01495,2023-06-30,2023-06-30,2023-07-08,Textile Cuir,262.0,,Marrakech-Safi,Oncf Marchandises,Rail,8.0,1.0,333.85,Standard,Retardé,Souss-Massa,199.8,6,2,4,26,2023,8.0,0.0,1.2742366412213741,1.670920920920921,0,0,Standard
CMD-01497,2023-07-01,,2023-07-10,Agrumes Export,288.0,Casablanca-Port,Béni Mellal-Khénifra,Maroc Logistique,Route,9.0,1.0,373.64,Standard,Retardé,Béni Mellal-Khénifra,986.1,7,3,5,26,2023,,,1.297361111111111,0.3789068045837136,0,1,
CMD-01498,2023-07-01,2023-07-05,2023-07-12,Dattes Medjoul,325.0,Rabat-Principal,Oriental,Ctm Express,Rail,7.0,1.0,329.33,Urgent,Retardé,Grand Casablanca,832.8,7,3,5,26,2023,7.0,0.0,1.0133230769230768,0.3954490874159462,0,1,Standard
CMD-01499,2023-07-02,2023-07-03,2023-07-09,Textile Cuir,732.0,Agadir-Sud,Rabat-Salé-Kénitra,Maroc Logistique,Aérien,6.0,1.0,,Urgent,Retardé,Fès-Meknès,953.7,7,3,6,26,2023,6.0,0.0,,,0,1,Standard
CMD-01500,2023-07-02,2023-07-03,2023-07-10,Câblage Automobile,390.0,Agadir-Sud,Grand Casablanca,Maroc Logistique,Maritime,,0.0,658.02,Standard,Livré,Oriental,269.2,7,3,6,26,2023,7.0,,1.687230769230769,2.4443536404160477,0,1,Standard
CMD-01501,2023-07-02,2023-07-04,2023-07-05,Textile Cuir,618.0,Agadir-Sud,Tanger-Tétouan-Al Hoceïma,Sntl,Rail,1.0,0.0,309.52,Urgent,Livré,,89.2,7,3,6,26,2023,1.0,0.0,0.5008414239482201,3.469955156950672,0,1,Express
CMD-01502,2023-07-03,2023-07-05,2023-07-06,,,,Béni Mellal-Khénifra,Ctm Express,Route,1.0,0.0,265.3,Express,Livré,Fès-Meknès,,7,3,0,27,2023,1.0,0.0,,,0,0,Express
CMD-01503,2023-07-03,2023-07-06,2023-07-09,Câblage Automobile,133.0,Marrakech-Centre,Grand Casablanca,Ctm Express,Rail,3.0,0.0,450.17,Express,Livré,Rabat-Salé-Kénitra,809.1,7,3,0,27,2023,3.0,0.0,3.3847368421052635,0.5563836361389198,0,0,Rapide
CMD-01504,2023-07-03,2023-07-04,2023-07-07,Dattes Medjoul,39.0,Agadir-Sud,Tanger-Tétouan-Al Hoceïma,Ctm Express,Route,3.0,0.0,295.44,Express,Livré,Fès-Meknès,415.6,7,3,0,27,2023,3.0,0.0,7.575384615384615,0.7108758421559191,0,0,Rapide
CMD-01505,2023-07-04,2023-07-05,2023-07-13,Argan Cosmétique,345.0,Tanger-Med,Rabat-Salé-Kénitra,Ctm Express,Rail,11.0,1.0,443.36,Standard,Retardé,Oriental,30.9,7,3,1,27,2023,8.0,-3.0,1.2851014492753623,14.34822006472492,0,0,Standard
CMD-01506,2023-07-04,,2023-07-13,Conserves Sardines,555.0,Marrakech-Centre,Souss-Massa,Ctm Express,Aérien,9.0,1.0,990.63,Standard,Retardé,Souss-Massa,137.8,7,3,1,27,2023,,,1.784918918918919,7.188896952104499,0,0,
CMD-01507,2023-07-05,,2023-07-15,Textile Cuir,277.0,Tanger-Med,Grand Casablanca,Ctm Express,Maritime,6.0,0.0,590.88,Express,Livré,Tanger-Tétouan-Al Hoceïma,528.5,7,3,2,27,2023,,,2.1331407942238267,1.1180321665089876,0,0,
CMD-01508,2023-07-05,2023-07-09,,Agrumes Export,612.0,Rabat-Principal,Grand Casablanca,Transatlas,Route,0.0,0.0,372.32,Urgent,Livré,Rabat-Salé-Kénitra,260.8,7,3,2,27,2023,,,0.6083660130718954,1.4276073619631902,0,0,
CMD-01509,2023-07-05,2023-07-06,2023-07-11,Câblage Automobile,493.0,Casablanca-Port,Marrakech-Safi,Ctm Express,Route,5.0,0.0,309.52,Urgent,Livré,Rabat-Salé-Kénitra,132.2,7,3,2,27,2023,5.0,0.0,0.6278296146044624,2.341301059001513,0,0,Rapide
CMD-01510,2023-07-06,2023-07-10,2023-07-18,Conserves Sardines,276.0,Tanger-Med,Grand Casablanca,Sntl,Aérien,8.0,1.0,884.3,Express,Retardé,Grand Casablanca,725.8,7,3,3,27,2023,8.0,0.0,3.2039855072463768,1.218379718930835,0,0,Standard
CMD-01511,2023-07-06,2023-07-10,2023-07-15,Conserves Sardines,573.0,Rabat-Principal,Grand Casablanca,Ctm Express,Aérien,5.0,1.0,966.43,Urgent,Retardé,,178.1,7,3,3,27,2023,5.0,0.0,1.686614310645724,5.426333520494104,0,0,Rapide
CMD-01512,2023-07-06,2023-07-06,2023-07-11,Agrumes Export,513.0,Tanger-Med,Marrakech-Safi,Transatlas,Route,5.0,0.0,200.74,Standard,Livré,Souss-Massa,773.4,7,3,3,27,2023,5.0,0.0,0.39130604288499027,0.25955521075769333,0,0,Rapide
CMD-01513,2023-07-07,,,Phosphates,321.0,Casablanca-Port,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,7.0,1.0,214.21,Standard,Retardé,Souss-Massa,19.9,7,3,4,27,2023,,,0.6673208722741433,10.764321608040202,0,0,
CMD-01514,2023-07-07,2023-07-09,2023-07-09,Agrumes Export,9.0,Fès-Industriel,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,0.0,0.0,368.09,Express,Livré,Marrakech-Safi,642.2,7,3,4,27,2023,0.0,0.0,40.898888888888884,0.5731703519152911,0,0,
CMD-01515,2023-07-07,2023-07-07,2023-07-16,Phosphates,229.0,Agadir-Sud,Béni Mellal-Khénifra,Maroc Logistique,Route,9.0,1.0,369.14,Standard,Retardé,,923.2,7,3,4,27,2023,9.0,0.0,1.6119650655021833,0.3998483535528596,0,0,Standard
CMD-01516,2023-07-08,2023-07-10,2023-07-15,Câblage Automobile,283.5,,Rabat-Salé-Kénitra,Transatlas,Rail,5.0,1.0,432.07,Express,Retardé,Tanger-Tétouan-Al Hoceïma,475.0,7,3,5,27,2023,5.0,0.0,1.5240564373897707,0.9096210526315789,0,1,Rapide
CMD-01517,2023-07-08,2023-07-12,2023-07-20,Agrumes Export,543.0,Casablanca-Port,Souss-Massa,Maroc Logistique,Route,8.0,1.0,306.29,Express,Retardé,Grand Casablanca,467.9,7,3,5,27,2023,8.0,0.0,0.5640699815837937,0.6546056849754222,0,1,Standard
CMD-01518,2023-07-09,2023-07-11,2023-07-12,Dattes Medjoul,55.0,Marrakech-Centre,Béni Mellal-Khénifra,Maroc Logistique,Route,1.0,0.0,354.35,Standard,Livré,Grand Casablanca,769.2,7,3,6,27,2023,1.0,0.0,6.442727272727273,0.46067342693707747,0,1,Express
CMD-01519,2023-07-09,2023-07-11,2023-07-12,Dattes Medjoul,327.0,Rabat-Principal,Béni Mellal-Khénifra,Transatlas,Rail,1.0,0.0,305.41,Express,Livré,Rabat-Salé-Kénitra,799.1,7,3,6,27,2023,1.0,0.0,0.9339755351681958,0.38219246652484046,0,1,Express
CMD-01520,2023-07-09,2023-07-09,2023-07-17,Câblage Automobile,246.0,Casablanca-Port,Marrakech-Safi,Ctm Express,Route,8.0,1.0,398.37,Standard,Retardé,Fès-Meknès,836.3,7,3,6,27,2023,8.0,0.0,1.619390243902439,0.4763482004065527,0,1,Standard
CMD-01521,2023-07-10,2023-07-13,2023-07-22,Huile D'Olive Bio,187.0,,Fès-Meknès,Ctm Express,Maritime,9.0,1.0,673.05,Standard,Retardé,Grand Casablanca,891.6,7,3,0,28,2023,9.0,0.0,3.5991978609625668,0.7548788694481829,0,0,Standard
CMD-01522,2023-07-10,2023-07-13,2023-07-14,,,Agadir-Sud,Fès-Meknès,Ctm Express,Route,1.0,0.0,283.0,Standard,Livré,Rabat-Salé-Kénitra,,7,3,0,28,2023,1.0,0.0,,,0,0,Express
CMD-01523,2023-07-10,2023-07-12,2023-07-20,Textile Cuir,394.0,Casablanca-Port,Béni Mellal-Khénifra,Ctm Express,Route,8.0,1.0,302.05,Standard,Retardé,Béni Mellal-Khénifra,773.3,7,3,0,28,2023,8.0,0.0,0.7666243654822336,0.3905987327039959,0,0,Standard
CMD-01524,2023-07-11,2023-07-13,2023-07-23,Argan Cosmétique,465.0,Fès-Industriel,Marrakech-Safi,Sntl,Route,10.0,1.0,341.73,Standard,Retardé,Tanger-Tétouan-Al Hoceïma,482.3,7,3,1,28,2023,10.0,0.0,0.7349032258064516,0.7085424009952312,0,0,Standard
CMD-01525,2023-07-11,2023-07-12,2023-07-21,Phosphates,346.0,Tanger-Med,Souss-Massa,Maroc Logistique,Rail,11.0,1.0,322.77,Standard,Retardé,Rabat-Salé-Kénitra,966.1,7,3,1,28,2023,9.0,-2.0,0.9328612716763005,0.33409584929096364,0,0,Standard
CMD-01526,2023-07-11,2023-07-11,2023-07-16,Dattes Medjoul,603.0,Rabat-Principal,Souss-Massa,Ctm Express,Rail,5.0,1.0,383.25,Standard,Retardé,Fès-Meknès,535.6,7,3,1,28,2023,5.0,0.0,0.6355721393034826,0.7155526512322629,0,0,Rapide
CMD-01527,2023-07-12,2023-07-15,2023-07-18,Câblage Automobile,121.0,Rabat-Principal,Tanger-Tétouan-Al Hoceïma,Oncf Marchandises,Rail,3.0,0.0,482.78,Urgent,Livré,Marrakech-Safi,279.5,7,3,2,28,2023,3.0,0.0,3.9899173553719005,1.727298747763864,0,0,Rapide
CMD-01528,2023-07-12,2023-07-13,2023-07-14,Textile Cuir,279.0,Casablanca-Port,Grand Casablanca,Maroc Logistique,Route,1.0,0.0,,Standard,Livré,Oriental,131.5,7,3,2,28,2023,1.0,0.0,,,0,0,Express
CMD-01529,2023-07-13,2023-07-17,2023-07-19,Huile D'Olive Bio,571.0,,Marrakech-Safi,Transatlas,Rail,2.0,0.0,328.89,Express,Livré,Béni Mellal-Khénifra,141.7,7,3,3,28,2023,2.0,0.0,0.5759894921190893,2.321030345800988,0,0,Express
CMD-01530,2023-07-13,2023-07-16,2023-07-19,Conserves Sardines,6.0,Rabat-Principal,Grand Casablanca,Maroc Logistique,Aérien,3.0,,946.1,Express,Retardé,Grand Casablanca,719.9,7,3,3,28,2023,3.0,0.0,157.68333333333334,1.3142103069870816,0,0,Rapide
CMD-01531,2023-07-13,2023-07-16,2023-07-19,Conserves Sardines,6.0,Rabat-Principal,Grand Casablanca,Maroc Logistique,Aérien,3.0,,946.1,Express,Retardé,Grand Casablanca,719.9,7,3,3,28,2023,3.0,0.0,157.68333333333334,1.3142103069870816,0,0,Rapide
CMD-01534,2023-07-14,2023-07-14,2023-07-21,Huile D'Olive Bio,453.0,Casablanca-Port,Rabat-Salé-Kénitra,Ctm Express,Route,7.0,0.0,355.94,Urgent,Livré,Marrakech-Safi,948.3,7,3,4,28,2023,7.0,0.0,0.7857395143487859,0.375345354845513,0,0,Standard
CMD-01535,2023-07-15,2023-07-16,2023-07-25,Argan Cosmétique,214.0,,Tanger-Tétouan-Al Hoceïma,Ctm Express,Route,9.0,1.0,316.25,Standard,Retardé,Fès-Meknès,187.3,7,3,5,28,2023,9.0,0.0,1.477803738317757,1.6884676988788039,0,1,Standard
CMD-01536,2023-07-15,2023-07-17,2023-07-20,Câblage Automobile,9.0,,Souss-Massa,Oncf Marchandises,Route,3.0,0.0,224.18,Express,Livré,Oriental,948.3,7,3,5,28,2023,3.0,0.0,24.90888888888889,0.23640198249499106,0,1,Rapide
CMD-01537,2023-07-16,2023-07-16,2023-07-24,Agrumes Export,186.0,Casablanca-Port,Souss-Massa,Ctm Express,Aérien,8.0,1.0,876.64,Standard,Retardé,Grand Casablanca,71.6,7,3,6,28,2023,8.0,0.0,4.713118279569892,12.243575418994414,0,1,Standard
CMD-01538,2023-07-16,2023-07-20,2023-07-26,Dattes Medjoul,333.0,Rabat-Principal,Grand Casablanca,Maroc Logistique,Aérien,6.0,1.0,917.01,Standard,Retardé,Rabat-Salé-Kénitra,253.7,7,3,6,28,2023,6.0,0.0,2.753783783783784,3.614544737879385,0,1,Standard
CMD-01539,2023-07-16,2023-07-17,,Agrumes Export,363.0,Fès-Industriel,Tanger-Tétouan-Al Hoceïma,Transatlas,Aérien,9.0,1.0,943.62,Urgent,Retardé,Rabat-Salé-Kénitra,536.4,7,3,6,28,2023,,,2.599504132231405,1.75917225950783,0,1,
CMD-01540,2023-07-17,2023-07-18,2023-07-21,Phosphates,628.0,Casablanca-Port,Rabat-Salé-Kénitra,Maroc Logistique,Aérien,3.0,1.0,883.4,Express,Retardé,Rabat-Salé-Kénitra,991.0,7,3,0,29,2023,3.0,0.0,1.406687898089172,0.891422805247225,0,0,Rapide
CMD-01541,2023-07-17,2023-07-20,2023-07-24,Argan Cosmétique,415.0,Tanger-Med,Rabat-Salé-Kénitra,Maroc Logistique,Rail,4.0,1.0,302.83,Standard,Retardé,Tanger-Tétouan-Al Hoceïma,818.6,7,3,0,29,2023,4.0,0.0,0.7297108433734939,0.3699364769118006,0,0,Rapide
CMD-01542,2023-07-17,2023-07-17,2023-07-24,Huile D'Olive Bio,463.0,Casablanca-Port,Grand Casablanca,Maroc Logistique,Route,,0.0,375.94,Standard,Livré,,229.0,7,3,0,29,2023,7.0,,0.8119654427645788,1.6416593886462882,0,0,Standard
CMD-01543,2023-07-18,2023-07-19,2023-07-23,Phosphates,553.0,Casablanca-Port,Béni Mellal-Khénifra,Oncf Marchandises,Route,4.0,0.0,240.26,Express,Livré,Béni Mellal-Khénifra,386.7,7,3,1,29,2023,4.0,0.0,0.4344665461121157,0.6213085078872511,0,0,Rapide
CMD-01544,2023-07-18,2023-07-18,2023-07-19,Câblage Automobile,403.0,Tanger-Med,Souss-Massa,Maroc Logistique,Route,1.0,0.0,380.15,Express,Livré,Souss-Massa,903.7,7,3,1,29,2023,1.0,0.0,0.9433002481389577,0.42065951089963477,0,0,Express
CMD-01545,2023-07-18,2023-07-19,2023-07-27,Agrumes Export,523.0,Casablanca-Port,,,,8.0,1.0,318.13,Urgent,Retardé,,456.9,7,3,1,29,2023,8.0,0.0,0.6082791586998088,0.6962792733639747,0,0,Standard
CMD-01546,2023-07-19,2023-07-21,2023-07-29,Agrumes Export,709.0,Marrakech-Centre,Béni Mellal-Khénifra,Sntl,Route,8.0,1.0,310.65,Standard,Retardé,Fès-Meknès,703.1,7,3,2,29,2023,8.0,0.0,0.4381523272214386,0.44182904281041097,0,0,Standard
CMD-01547,2023-07-19,2023-07-20,2023-07-26,Textile Cuir,673.0,Marrakech-Centre,Marrakech-Safi,Oncf Marchandises,Rail,6.0,1.0,377.65,Express,Retardé,,718.3,7,3,2,29,2023,6.0,0.0,0.5611441307578009,0.5257552554642907,0,0,Standard
CMD-01548,2023-07-20,2023-07-20,2023-07-25,Câblage Automobile,27.0,Casablanca-Port,Grand Casablanca,Ctm Express,Route,5.0,1.0,333.63,Express,Retardé,,537.3,7,3,3,29,2023,5.0,0.0,12.356666666666667,0.6209380234505864,0,0,Rapide
CMD-01549,2023-07-20,2023-07-22,2023-07-24,Textile Cuir,381.0,Rabat-Principal,Grand Casablanca,Oncf Marchandises,Aérien,2.0,0.0,821.41,Standard,Livré,Tanger-Tétouan-Al Hoceïma,681.3,7,3,3,29,2023,2.0,0.0,2.155931758530184,1.2056509613973287,0,0,Express
CMD-01550,2023-07-20,2023-07-21,2023-07-26,Câblage Automobile,243.0,Casablanca-Port,Béni Mellal-Khénifra,Maroc Logistique,Route,5.0,1.0,278.26,Express,Retardé,Souss-Massa,161.6,7,3,3,29,2023,5.0,0.0,1.1451028806584362,1.7219059405940593,0,0,Rapide
CMD-01551,2023-07-21,2023-07-24,2023-07-25,Argan Cosmétique,747.0,,Marrakech-Safi,Maroc Logistique,Route,1.0,0.0,348.75,Standard,Livré,,144.9,7,3,4,29,2023,1.0,0.0,0.46686746987951805,2.4068322981366457,0,0,Express
CMD-01552,2023-07-21,2023-07-23,2023-07-25,Conserves Sardines,5.0,,Marrakech-Safi,Sntl,Route,2.0,0.0,398.7,Express,Livré,Oriental,346.2,7,3,4,29,2023,2.0,0.0,79.74,1.1516464471403813,0,0,Express
CMD-01553,2023-07-21,2023-07-25,,Câblage Automobile,139.0,Marrakech-Centre,Marrakech-Safi,Ctm Express,Rail,7.0,1.0,434.35,Urgent,Retardé,Marrakech-Safi,915.7,7,3,4,29,2023,,,3.124820143884892,0.4743365731134651,0,0,
